Title, Link, Degree, Funds Needed, Location
Five scholarships of up to US$3000 for supply chain courses,"Master, Bachelor, Phd, Course",$3000,6 May 2022,pakistan
International No-Essay Support Competition Scholarships 2022-2023,"Master, Bachelor, Course","Up to $2,000",20 January 2023,pakistan
THGM MUSE Scholarship,Bachelor,US$500 or C$630,15 May 2022,pakistan
Master in Business Administration 80% OFF your Tuition fee - Scholarship,Master,80% off tuition fee,15 May 2022,pakistan
International Students Support Contest 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",30 June 2023,pakistan
Human Resource (HR) - Free Course From Windsor University's MBA,"Master, Course",100% free,14 May 2022,pakistan
Project Management - Free Course From Windsor University's MBA,Course,100% free,14 May 2022,pakistan
International Students Diversity Contest 2022-2023,"Master, Bachelor, Phd, Course","Up to $2,000",22 December 2022,india
Master in Business Administration 80% OFF your Tuition fee,Master,80% Tuition Fees,15 September 2022,india
3 Month F1 Visa Study English in USA Scholarship with Windsor University,Course,$1455,1 July 2022,india
ArtUniverse,"Master, Course",Full or partial scholarship,30 December 2022,india
International Contest for Students Support 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",28 April 2023,india
Scholarships for Africa,"Master, Bachelor, Phd, Course",$100 to $3000,24 March 2027,india
LAPTOP Scholarships - study Supply Chains,"Master, Bachelor, Phd, Course",up to $3000,6 May 2022,india
TKS Full-Ride Scholarship,Course,"100% Tuition Fee [value of $6,000+]",31 May 2022,india
Five scholarships of up to US$3000 for supply chain courses,"Master, Bachelor, Phd, Course",$3000,6 May 2022,india
International No-Essay Support Competition Scholarships 2022-2023,"Master, Bachelor, Course","Up to $2,000",20 January 2023,india
THGM MUSE Scholarship,Bachelor,US$500 or C$630,15 May 2022,india
Master in Business Administration 80% OFF your Tuition fee - Scholarship,Master,80% off tuition fee,15 May 2022,india
International Students Support Contest 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",30 June 2023,india
Human Resource (HR) - Free Course From Windsor University's MBA,"Master, Course",100% free,14 May 2022,india
Project Management - Free Course From Windsor University's MBA,Course,100% free,14 May 2022,india
LSA International Student Scholarships at Regents of the University of Michigan in USA,Bachelor,"Up to $10,000",,united-states
International No-Essay Support Competition Scholarships 2022-2023,"Master, Bachelor, Course","Up to $2,000",20 January 2023,united-states
THGM MUSE Scholarship,Bachelor,US$500 or C$630,15 May 2022,united-states
NLU Direct to Success Transfer Student Scholarship,Bachelor,25% Tuition Rate,31 December 2022,united-states
Kendell College at NLU International Opportunity Scholarship,Bachelor,25% of the full-time tuition rate,31 December 2022,united-states
NLU International Fresh Start Scholarship,Bachelor,44% tuition fee,31 December 2022,united-states
National Louis University #YouAreWelcomeHere Scholarship,Bachelor,50% of full-time tuition,12 July 2022,united-states
NLU Alumni Scholarship,"Master, Bachelor, Phd",15% Tuition Fee,31 December 2022,united-states
Master in Business Administration 80% OFF your Tuition fee - Scholarship,Master,80% off tuition fee,15 May 2022,united-states
International Students Support Contest 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",30 June 2023,united-states
Tiffin University International Trustee Scholarships in USA,Bachelor,"$16,000",15 July 2022,united-states
Tiffin University International President Scholarships in USA,Bachelor,"$14,000",15 July 2022,united-states
Graduate International Scholarships at University of Central Oklahoma,Master,"Up to $2,000 ($1,000 per year)",31 May 2022,united-states
International Opportunity Awards at Texas A&M University,Bachelor,"$100 to $15,000 p/a",1 August 2022,united-states
Human Resource (HR) - Free Course From Windsor University's MBA,"Master, Course",100% free,14 May 2022,united-states
Global Voices Scholarships at University of East Anglia,Master,"£20,000",3 June 2022,united-kingdom
Postgraduate International Development Scholarships for Sub Saharan African Students in UK,Master,"£8,000",31 May 2022,united-kingdom
Goodenough Scholarships,Master,"Up to £12,000",1 January 2023,united-kingdom
International Contest for Students Support 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",28 April 2023,united-kingdom
Scholarships for Africa,"Master, Bachelor, Phd, Course",$100 to $3000,24 March 2027,united-kingdom
LAPTOP Scholarships - study Supply Chains,"Master, Bachelor, Phd, Course",up to $3000,6 May 2022,united-kingdom
Sports Science: Fully Funded Swansea / DSTL PhD: Human response to prolonged heat exposure,Phd,Full cost of UK tuition fees and an annual stipend,25 May 2022,united-kingdom
Medicine: Fully Funded Swansea & HMRI PhD Scholarship: Ovarian Cancer Chemoresistance,Phd,Full cost of tuition fees and an annual stipend,6 May 2022,united-kingdom
Nanotechnology: Fully Funded Swansea University and European Commission PhD,Phd,Full cost of UK tuition fees and an annual stipend,4 May 2022,united-kingdom
Materials Engineering: Fully Funded Swansea University and CISM PhD: Advanced Dielectrics,Phd,Full cost of UK tuition fees and an annual stipend,6 May 2022,united-kingdom
Sanctuary Scholarship,"Master, Bachelor, Phd","Full-fee and £10,000 a year towards study costs",9 May 2022,united-kingdom
Dean's International Excellence Scholarship,Master,Full-fee,,united-kingdom
Dean's UK Excellence Scholarship,Master,100% of fees,31 July 2022,united-kingdom
Masters Excellence Scholarship,Master,50% of fees,30 June 2022,united-kingdom
TKS Full-Ride Scholarship,Course,"100% Tuition Fee [value of $6,000+]",31 May 2022,united-kingdom
Project Management - Free Course From Windsor University's MBA,Course,100% free,14 May 2022,canada
Global No-Essay Contest Scholarships for International Students 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",31 December 2022,canada
Eon Essay Contest on The Precipice,"Master, Bachelor, Phd","15,000 USD top prize; 42,000 USD total prizes",15 June 2022,canada
John and Lena Graham Commonwealth Bursary at Dalhousie University,"Phd, Master","At least $2,000",31 October 2022,canada
International Student Support Contest 2022-2023,"Master, Bachelor, Course",Multiple awards,31 January 2023,canada
Excellence Scholarships for African Students Studying in English,Bachelor,"$17,500 - $25,000 tuition fee reduction",,canada
Online Islamic classes for kids,Course,40% off over all of our Islamic courses,31 December 2022,canada
The Annual IELTS from 6 to 9 Scholarship,"Master, Bachelor, Phd","$1,000",1 April 2023,canada
Scholarship for families want to learn Quran online,Course,50% off over all of our Quran courses,31 December 2022,canada
Brock University Emerging Market Entrance International Awards,Bachelor,"$2,500",,canada
UBC International Talent Scholarships in Canada,Master,"$10,000 - $30,000",5 June 2022,canada
P.E.O. International Scholar Awards,Phd,"$20,000",,canada
Ted Rogers School Graduate Entrance Scholarships for International Students at Ryerson University,Master,"$20,000",,canada
Contest Scholarship Programme for International Students 2022,"Master, Bachelor, Course","Up to $1,500",1 June 2022,canada
Entrance international awards at LaSalle College Vancouver,"Master, Bachelor","Up to $10,000",,canada
Project Management - Free Course From Windsor University's MBA,Course,100% free,14 May 2022,europe
Global No-Essay Contest Scholarships for International Students 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",31 December 2022,europe
Eon Essay Contest on The Precipice,"Master, Bachelor, Phd","15,000 USD top prize; 42,000 USD total prizes",15 June 2022,europe
Anonymous Hope Fund,"Master, Bachelor, Phd, Course",$3000,15 January 2026,europe
International Student Support Contest 2022-2023,"Master, Bachelor, Course",Multiple awards,31 January 2023,europe
Online Islamic classes for kids,Course,40% off over all of our Islamic courses,31 December 2022,europe
The Annual IELTS from 6 to 9 Scholarship,"Master, Bachelor, Phd","$1,000",1 April 2023,europe
Scholarship for families want to learn Quran online,Course,50% off over all of our Quran courses,31 December 2022,europe
Contest Scholarship Programme for International Students 2022,"Master, Bachelor, Course","Up to $1,500",1 June 2022,europe
International Scholarship Student Competition 2022,"Master, Bachelor, Course","Up to $2,000",1 December 2022,europe
Global Contest Scholarships for International Students 2022,"Master, Bachelor, Course",Up to $2000 awards,31 December 2022,europe
KDS International Scholarship Competition 2021-22,"Master, Bachelor, Course","Up to $1,500",1 December 2022,europe
Professional Development Grants for International Students at University of Twente,"Course, Master","Up to $6,500",,europe
International Students Contest Scholarships 2021-2022,"Master, Bachelor",Up to $1500,1 October 2022,europe
KDS Competition Scholarship 2021,"Master, Bachelor","Up to $1,500",1 December 2022,europe
Global No-Essay Contest Scholarships for International Students 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",31 December 2022,south-africa
Eon Essay Contest on The Precipice,"Master, Bachelor, Phd","15,000 USD top prize; 42,000 USD total prizes",15 June 2022,south-africa
Anonymous Hope Fund,"Master, Bachelor, Phd, Course",$3000,15 January 2026,south-africa
International Student Support Contest 2022-2023,"Master, Bachelor, Course",Multiple awards,31 January 2023,south-africa
Online Islamic classes for kids,Course,40% off over all of our Islamic courses,31 December 2022,south-africa
The Annual IELTS from 6 to 9 Scholarship,"Master, Bachelor, Phd","$1,000",1 April 2023,south-africa
Scholarship for families want to learn Quran online,Course,50% off over all of our Quran courses,31 December 2022,south-africa
Contest Scholarship Programme for International Students 2022,"Master, Bachelor, Course","Up to $1,500",1 June 2022,south-africa
UFIC Diane Fisher Awards for International Students in USA,Bachelor,,,south-africa
International Scholarship Student Competition 2022,"Master, Bachelor, Course","Up to $2,000",1 December 2022,south-africa
Global Contest Scholarships for International Students 2022,"Master, Bachelor, Course",Up to $2000 awards,31 December 2022,south-africa
KDS International Scholarship Competition 2021-22,"Master, Bachelor, Course","Up to $1,500",1 December 2022,south-africa
Professional Development Grants for International Students at University of Twente,"Course, Master","Up to $6,500",,south-africa
International Students Contest Scholarships 2021-2022,"Master, Bachelor",Up to $1500,1 October 2022,south-africa
Thomas A Plein Endowed funding for International Students at University of Queensland,Bachelor,,,south-africa
Global No-Essay Contest Scholarships for International Students 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",31 December 2022,nigeria
Eon Essay Contest on The Precipice,"Master, Bachelor, Phd","15,000 USD top prize; 42,000 USD total prizes",15 June 2022,nigeria
Anonymous Hope Fund,"Master, Bachelor, Phd, Course",$3000,15 January 2026,nigeria
International Student Support Contest 2022-2023,"Master, Bachelor, Course",Multiple awards,31 January 2023,nigeria
Online Islamic classes for kids,Course,40% off over all of our Islamic courses,31 December 2022,nigeria
The Annual IELTS from 6 to 9 Scholarship,"Master, Bachelor, Phd","$1,000",1 April 2023,nigeria
Scholarship for families want to learn Quran online,Course,50% off over all of our Quran courses,31 December 2022,nigeria
Contest Scholarship Programme for International Students 2022,"Master, Bachelor, Course","Up to $1,500",1 June 2022,nigeria
UFIC Diane Fisher Awards for International Students in USA,Bachelor,,,nigeria
International Scholarship Student Competition 2022,"Master, Bachelor, Course","Up to $2,000",1 December 2022,nigeria
Global Contest Scholarships for International Students 2022,"Master, Bachelor, Course",Up to $2000 awards,31 December 2022,nigeria
KDS International Scholarship Competition 2021-22,"Master, Bachelor, Course","Up to $1,500",1 December 2022,nigeria
Professional Development Grants for International Students at University of Twente,"Course, Master","Up to $6,500",,nigeria
International Students Contest Scholarships 2021-2022,"Master, Bachelor",Up to $1500,1 October 2022,nigeria
Thomas A Plein Endowed funding for International Students at University of Queensland,Bachelor,,,nigeria
PEEF Scholarships,"Master, Bachelor, Phd, Course",Tuition fees and basic expenses,28 February 2100,pakistan
Global No-Essay Contest Scholarships for International Students 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",31 December 2022,pakistan
Eon Essay Contest on The Precipice,"Master, Bachelor, Phd","15,000 USD top prize; 42,000 USD total prizes",15 June 2022,pakistan
Anonymous Hope Fund,"Master, Bachelor, Phd, Course",$3000,15 January 2026,pakistan
International Student Support Contest 2022-2023,"Master, Bachelor, Course",Multiple awards,31 January 2023,pakistan
Online Islamic classes for kids,Course,40% off over all of our Islamic courses,31 December 2022,pakistan
The Annual IELTS from 6 to 9 Scholarship,"Master, Bachelor, Phd","$1,000",1 April 2023,pakistan
Scholarship for families want to learn Quran online,Course,50% off over all of our Quran courses,31 December 2022,pakistan
Contest Scholarship Programme for International Students 2022,"Master, Bachelor, Course","Up to $1,500",1 June 2022,pakistan
International Scholarship Student Competition 2022,"Master, Bachelor, Course","Up to $2,000",1 December 2022,pakistan
Global Contest Scholarships for International Students 2022,"Master, Bachelor, Course",Up to $2000 awards,31 December 2022,pakistan
KDS International Scholarship Competition 2021-22,"Master, Bachelor, Course","Up to $1,500",1 December 2022,pakistan
Professional Development Grants for International Students at University of Twente,"Course, Master","Up to $6,500",,pakistan
International Students Contest Scholarships 2021-2022,"Master, Bachelor",Up to $1500,1 October 2022,pakistan
2021 Contest Scholarships for International Students,"Master, Bachelor, Course","Up to $1,500",1 June 2022,pakistan
Global No-Essay Contest Scholarships for International Students 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",31 December 2022,india
Eon Essay Contest on The Precipice,"Master, Bachelor, Phd","15,000 USD top prize; 42,000 USD total prizes",15 June 2022,india
Anonymous Hope Fund,"Master, Bachelor, Phd, Course",$3000,15 January 2026,india
International Student Support Contest 2022-2023,"Master, Bachelor, Course",Multiple awards,31 January 2023,india
Online Islamic classes for kids,Course,40% off over all of our Islamic courses,31 December 2022,india
The Annual IELTS from 6 to 9 Scholarship,"Master, Bachelor, Phd","$1,000",1 April 2023,india
Scholarship for families want to learn Quran online,Course,50% off over all of our Quran courses,31 December 2022,india
Contest Scholarship Programme for International Students 2022,"Master, Bachelor, Course","Up to $1,500",1 June 2022,india
International Scholarship Student Competition 2022,"Master, Bachelor, Course","Up to $2,000",1 December 2022,india
Global Contest Scholarships for International Students 2022,"Master, Bachelor, Course",Up to $2000 awards,31 December 2022,india
50% scholarship for students based in India - University of Essex Online,"Master, Bachelor, Course",50% scholarship for all courses,21 July 2022,india
KDS International Scholarship Competition 2021-22,"Master, Bachelor, Course","Up to $1,500",1 December 2022,india
Professional Development Grants for International Students at University of Twente,"Course, Master","Up to $6,500",,india
International Students Contest Scholarships 2021-2022,"Master, Bachelor",Up to $1500,1 October 2022,india
2021 Contest Scholarships for International Students,"Master, Bachelor, Course","Up to $1,500",1 June 2022,india
CalArts Merit Scholarships for International Students in USA,"Bachelor, Master","$10,000 p.a.",,united-states
International Merit-Based Scholarships at Valparaiso University,Bachelor,Financial aid,,united-states
Project Management - Free Course From Windsor University's MBA,Course,100% free,14 May 2022,united-states
Global No-Essay Contest Scholarships for International Students 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",31 December 2022,united-states
E-waste Scholarship,"Master, Bachelor, Phd","$1,000",,united-states
Eon Essay Contest on The Precipice,"Master, Bachelor, Phd","15,000 USD top prize; 42,000 USD total prizes",15 June 2022,united-states
Orangesoft Women in Technology Scholarship Program,"Master, Bachelor","$1,000",31 October 2022,united-states
International Graduate Scholarships in USA,Master,"Up to $2,000",,united-states
LCBAS and Applied Sciences International Merit Awards in USA,"Bachelor, Master","$1,500",1 May 2022,united-states
International Student Scholarships at Castleton University,Bachelor,"Up to $2,500 p.a.",,united-states
International Student Support Contest 2022-2023,"Master, Bachelor, Course",Multiple awards,31 January 2023,united-states
Assisi Academic Scholarships for International Students at Marian University,Bachelor,"$8,000",,united-states
International Scholarships at Lake Region State College,"Bachelor, Master",50% off tuition fees,,united-states
Merit-Based Scholarships for International Students at Hartwick College,"Bachelor, Master","$15,000 - $28,000 p.a.",1 October 2022,united-states
Online Islamic classes for kids,Course,40% off over all of our Islamic courses,31 December 2022,united-states
Five scholarships of up to US$3000 for supply chain courses,"Master, Bachelor, Phd, Course",$3000,6 May 2022,united-kingdom
University of Sussex International PhD Studentships in Mind and Material Culture,Phd,"Tuition fee, £15,609 p.a. + £2,000 research grant",10 May 2022,united-kingdom
University of East Anglia Nigeria Awards in UK,Master,"Up to £5,000",,united-kingdom
International Women in Business Scholarships at Queen Mary University of London,Bachelor,"£4,000",1 June 2022,united-kingdom
Dean’s International Bursary in Faculty of Arts,Bachelor,"£1,000 p.a. for two years",30 June 2022,united-kingdom
Lancashire School of Business and Enterprise PhD Studentships in UK,Phd,"Tuition fees + £15,609 p.a.",30 May 2022,united-kingdom
Kolade Scholarships for International Students at University of Exeter Business School,Master,"£12,500",30 June 2022,united-kingdom
Global Excellence Scholarships at Queen Mary University of London,Master,"£2,000",2 September 2022,united-kingdom
Niloufar Ebrahim Scholarships for International Students at Kingston University London,Master,"Up to £11,100.",1 June 2022,united-kingdom
University of Manchester Merit-based Master’s International Scholarships in UK,Master,"£6,000",1 June 2022,united-kingdom
Medical Engineering: Fully Funded EPSRC PhD Scholarship: AI approaches to cell imaging data,Phd,Full cost of UK tuition fees and an annual stipend,3 June 2022,united-kingdom
Biosciences: Fully Funded PhD Scholarship at Swansea: Seagrass Restoration,Phd,Full cost of UK tuition fees and an annual stipend,6 May 2022,united-kingdom
International No-Essay Support Competition Scholarships 2022-2023,"Master, Bachelor, Course","Up to $2,000",20 January 2023,united-kingdom
THGM MUSE Scholarship,Bachelor,US$500 or C$630,15 May 2022,united-kingdom
Master in Business Administration 80% OFF your Tuition fee - Scholarship,Master,80% off tuition fee,15 May 2022,united-kingdom
Silver Anniversary Recruitment Graduate International Fellowships in Canada,Phd,"$20,000",,canada
International Scholarship Student Competition 2022,"Master, Bachelor, Course","Up to $2,000",1 December 2022,canada
Global Contest Scholarships for International Students 2022,"Master, Bachelor, Course",Up to $2000 awards,31 December 2022,canada
Mehran Bibi Sheikh Memorial Entrance Scholarships for International Students at Queen’s University,Bachelor,"$1,500",,canada
Engineering International Student Entrance Scholarships at University of Waterloo,Bachelor,"$10,000",,canada
Caribbean Scholarships at Niagara College,Bachelor,"$2,000",,canada
KDS International Scholarship Competition 2021-22,"Master, Bachelor, Course","Up to $1,500",1 December 2022,canada
University of Waterloo Graduate international awards in Canada,"Master, Phd","Up to $3,000",,canada
Regional Graduate Program Entrance Scholarships for International Students at Conestoga College,Master,"$1,500",,canada
HEC Montréal MSc Entrance international awards in Canada,Master,"$5,000",,canada
Professional Development Grants for International Students at University of Twente,"Course, Master","Up to $6,500",,canada
English Proficiency Entrance Scholarships for International Students at Durham College,Bachelor,"Up to $1,500",,canada
B.C. Access Grants in Canada,Bachelor,"Up to $4,000 p.a.",,canada
International Students Contest Scholarships 2021-2022,"Master, Bachelor",Up to $1500,1 October 2022,canada
Differential Tuition Fee Exemption international awards at University of Ottawa,"Master, Bachelor",Variable,,canada
2021 Contest Scholarships for International Students,"Master, Bachelor, Course","Up to $1,500",1 June 2022,europe
FindDataLab Research Grant Programme in USA and EU,"Bachelor, Master, Phd, Course","Up to $1,000 towards web scraping serivces",,europe
Google Anita Borg Memorial Scholarships for International Students at Arizona State University,Bachelor,"$10,000",,europe
IU International University of Applied Sciences Online Scholarships for International Students in Germany,"Master, Bachelor",Up to 85% of tuition fee,,europe
Scholarship for Online Learner at IU International University of Applied Sciences – Online,"Master, Bachelor",Up to € 13.000,,europe
Scholarship for Academics at IU International University of Applied Sciences – Online,"Master, Bachelor",up to €13.000,,europe
Scholarship for Future Entrepreneur at IU International University of Applied Sciences - Online,"Master, Bachelor",not specified,,europe
Scholarship for STEM/MINT Professionals at IU International University of Applied Sciences - Online,"Master, Bachelor",Up to €13.000,,europe
Scholarship for Women in Leadership and Management at IU International University of Applied Sciences - Online,"Master, Bachelor",Up to €13.000,,europe
Fully-Funded PhD Studentship in Nanochemistry at University of Exeter,Phd,"£15,009",,europe
Marine Stewardship Council scholarship research program ,"Bachelor, Master, Phd, Course",Up to £4000,,europe
WCC scholarships programme (World Council of Churches),"Bachelor, Master, Phd",Fully Funded,Always Active,europe
IPRA Foundation Peace Research Grants Program,Phd,Fully Funded,Always Active,europe
Mawista Scholarship for Students Studying Abroad with a Child,"Bachelor, Master",Fully Funded,Always Active,europe
ROTARY GLOBAL GRANTS,"Master, Phd",Fully Funded,Always Active,europe
2021 Contest Scholarships for International Students,"Master, Bachelor, Course","Up to $1,500",1 June 2022,south-africa
Google Anita Borg Memorial Scholarships for International Students at Arizona State University,Bachelor,"$10,000",,south-africa
IU International University of Applied Sciences Online Scholarships for International Students in Germany,"Master, Bachelor",Up to 85% of tuition fee,,south-africa
Fully-Funded PhD Studentship in Nanochemistry at University of Exeter,Phd,"£15,009",,south-africa
Marine Stewardship Council scholarship research program ,"Bachelor, Master, Phd, Course",Up to £4000,,south-africa
WCC scholarships programme (World Council of Churches),"Bachelor, Master, Phd",Fully Funded,Always Active,south-africa
IPRA Foundation Peace Research Grants Program,Phd,Fully Funded,Always Active,south-africa
Mawista Scholarship for Students Studying Abroad with a Child,"Bachelor, Master",Fully Funded,Always Active,south-africa
ROTARY GLOBAL GRANTS,"Master, Phd",Fully Funded,Always Active,south-africa
European Molecular Biology Short-Term Fellowships,Phd,Fully Funded,Always Active,south-africa
John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),Phd,Fully Funded,Always Active,south-africa
Institute for Current World Affairs - FELLOWSHIPS,Phd,Fully Funded,Always Active,south-africa
Adobe Research Women-in-Technology Scholarship,Bachelor,Fully Funded,Always Active,south-africa
International Council of Ophthalmology (ICO) - Three-Month Fellowships,Phd,Fully Funded,Always Active,south-africa
The Boehringer Ingelheim Fonds awards PhD fellowships,Phd,Fully Funded,Always Active,south-africa
2021 Contest Scholarships for International Students,"Master, Bachelor, Course","Up to $1,500",1 June 2022,nigeria
Google Anita Borg Memorial Scholarships for International Students at Arizona State University,Bachelor,"$10,000",,nigeria
IU International University of Applied Sciences Online Scholarships for International Students in Germany,"Master, Bachelor",Up to 85% of tuition fee,,nigeria
Fully-Funded PhD Studentship in Nanochemistry at University of Exeter,Phd,"£15,009",,nigeria
Marine Stewardship Council scholarship research program ,"Bachelor, Master, Phd, Course",Up to £4000,,nigeria
WCC scholarships programme (World Council of Churches),"Bachelor, Master, Phd",Fully Funded,Always Active,nigeria
IPRA Foundation Peace Research Grants Program,Phd,Fully Funded,Always Active,nigeria
Mawista Scholarship for Students Studying Abroad with a Child,"Bachelor, Master",Fully Funded,Always Active,nigeria
ROTARY GLOBAL GRANTS,"Master, Phd",Fully Funded,Always Active,nigeria
European Molecular Biology Short-Term Fellowships,Phd,Fully Funded,Always Active,nigeria
John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),Phd,Fully Funded,Always Active,nigeria
Institute for Current World Affairs - FELLOWSHIPS,Phd,Fully Funded,Always Active,nigeria
Adobe Research Women-in-Technology Scholarship,Bachelor,Fully Funded,Always Active,nigeria
International Council of Ophthalmology (ICO) - Three-Month Fellowships,Phd,Fully Funded,Always Active,nigeria
The Boehringer Ingelheim Fonds awards PhD fellowships,Phd,Fully Funded,Always Active,nigeria
Google Anita Borg Memorial Scholarships for International Students at Arizona State University,Bachelor,"$10,000",,pakistan
IU International University of Applied Sciences Online Scholarships for International Students in Germany,"Master, Bachelor",Up to 85% of tuition fee,,pakistan
Fully-Funded PhD Studentship in Nanochemistry at University of Exeter,Phd,"£15,009",,pakistan
Scholarships at the Superior College in Pakistan,"Bachelor, Master",The sponsorship will provide the educational fund for your studies.,,pakistan
April 2019 -Scholarship Application Open! Faculty of Global Studies,Bachelor,30-100% tuition fee,,pakistan
Marine Stewardship Council scholarship research program ,"Bachelor, Master, Phd, Course",Up to £4000,,pakistan
WCC scholarships programme (World Council of Churches),"Bachelor, Master, Phd",Fully Funded,Always Active,pakistan
IPRA Foundation Peace Research Grants Program,Phd,Fully Funded,Always Active,pakistan
Mawista Scholarship for Students Studying Abroad with a Child,"Bachelor, Master",Fully Funded,Always Active,pakistan
ROTARY GLOBAL GRANTS,"Master, Phd",Fully Funded,Always Active,pakistan
European Molecular Biology Short-Term Fellowships,Phd,Fully Funded,Always Active,pakistan
John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),Phd,Fully Funded,Always Active,pakistan
Institute for Current World Affairs - FELLOWSHIPS,Phd,Fully Funded,Always Active,pakistan
Adobe Research Women-in-Technology Scholarship,Bachelor,Fully Funded,Always Active,pakistan
International Council of Ophthalmology (ICO) - Three-Month Fellowships,Phd,Fully Funded,Always Active,pakistan
Google Anita Borg Memorial Scholarships for International Students at Arizona State University,Bachelor,"$10,000",,india
IU International University of Applied Sciences Online Scholarships for International Students in Germany,"Master, Bachelor",Up to 85% of tuition fee,,india
Fully-Funded PhD Studentship in Nanochemistry at University of Exeter,Phd,"£15,009",,india
April 2019 -Scholarship Application Open! Faculty of Global Studies,Bachelor,30-100% tuition fee,,india
Marine Stewardship Council scholarship research program ,"Bachelor, Master, Phd, Course",Up to £4000,,india
WCC scholarships programme (World Council of Churches),"Bachelor, Master, Phd",Fully Funded,Always Active,india
IPRA Foundation Peace Research Grants Program,Phd,Fully Funded,Always Active,india
Mawista Scholarship for Students Studying Abroad with a Child,"Bachelor, Master",Fully Funded,Always Active,india
ROTARY GLOBAL GRANTS,"Master, Phd",Fully Funded,Always Active,india
European Molecular Biology Short-Term Fellowships,Phd,Fully Funded,Always Active,india
John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),Phd,Fully Funded,Always Active,india
Institute for Current World Affairs - FELLOWSHIPS,Phd,Fully Funded,Always Active,india
Adobe Research Women-in-Technology Scholarship,Bachelor,Fully Funded,Always Active,india
Visiting Student Program (VSP) - Raman Research Institute,Phd,Partially Funded,Always Active,india
International Council of Ophthalmology (ICO) - Three-Month Fellowships,Phd,Fully Funded,Always Active,india
The Annual IELTS from 6 to 9 Scholarship,"Master, Bachelor, Phd","$1,000",1 April 2023,united-states
Scholarship for families want to learn Quran online,Course,50% off over all of our Quran courses,31 December 2022,united-states
Academic Scholar- Distinction International Awards in USA,Bachelor,$500 + tuition fee reduction,15 October 2022,united-states
CS/IS International Graduate Achievement Scholarships in USA,Master,$500,1 November 2022,united-states
Leaders of Tomorrow international awards in USA,Bachelor,"$33,000 ($8,250 p.a.)",1 May 2022,united-states
P.E.O. International Scholar Awards,Phd,"$20,000",,united-states
VCU Out-of-State Scholarships in the USA,Bachelor,"$7,500",,united-states
Future Leaders in Tech Scholarship,Bachelor,"$20,000",19 August 2022,united-states
Contest Scholarship Programme for International Students 2022,"Master, Bachelor, Course","Up to $1,500",1 June 2022,united-states
INTO SLU Undergraduate Regional Scholarships at Saint Louis University,Bachelor,"$500 - $15,000",,united-states
North Central College International Honors Scholarship in USA,Bachelor,"$27,000 p.a.",,united-states
Global Citizen Scholarships at Saint Leo University,Bachelor,"$3,000",,united-states
International Presidential Scholarships at North Central College,Bachelor,"$29,000 p.a.",,united-states
OAS Scholarships for International Students at Marconi International University,"Master, Bachelor",55% of tuition fees,,united-states
International Scholarship Student Competition 2022,"Master, Bachelor, Course","Up to $2,000",1 December 2022,united-states
Engineering: Fully Funded EPSRC PhD Scholarship at Swansea University: solid-state batteries,Phd,Full cost of UK tuition fees and an annual stipend,26 May 2022,united-kingdom
International Students Support Contest 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",30 June 2023,united-kingdom
Becas Grisart 2022,Course,Take the courses free of charge.,25 May 2022,united-kingdom
BLACA Awards for International Students in UK,Master,"Up to £9,000 towards tuition fees",1 May 2022,united-kingdom
GREAT Scholarships for International Students at University of York,Master,"£10,000",27 May 2022,united-kingdom
University of Exeter Business School Online International Scholarships in UK,Master,"£5,000 or £750",12 September 2022,united-kingdom
Postgraduate Taught International Scholarships at Hull York Medical School,Master, 5% fee reduction,31 May 2022,united-kingdom
Human Resource (HR) - Free Course From Windsor University's MBA,"Master, Course",100% free,14 May 2022,united-kingdom
Maths and Physics Undergraduate International Scholarships in UK,Bachelor,"£5,000",31 July 2022,united-kingdom
Postgraduate International Development Scholarships for South Korea Students,Master,"£6,000",31 May 2022,united-kingdom
Computer Science Scholarships for International Students in UK,Master,"£2,000 or £4,000 tuition fee discount.",1 June 2022,united-kingdom
African & Caribbean Excellence Awards at University of Glasgow,Master,Full tuition fee waiver,,united-kingdom
Project Management - Free Course From Windsor University's MBA,Course,100% free,14 May 2022,united-kingdom
Global No-Essay Contest Scholarships for International Students 2022-2023,"Master, Bachelor, Course","Up to $2,000 awards",31 December 2022,united-kingdom
Engineering: Fully Funded PhD at Swansea: Capture and reduction of carbon emissions,Phd,Full cost of tuition fees and an annual stipend,2 May 2022,united-kingdom
Entrance international awards at Sault College,"Master, Bachelor","Up to $4,000",,canada
